Experiment,Genotype,Treatment,Replicate,O2 (%),Iinc (mmol/m2/s),Ca (ppm),Ci (ppm),A (mmol/m2/s),F2 (mol/mol),Tleaf (℃),VPDL (kPa),gs (mol/m2/s),Tr (mol/m2/s)
EXP2019,Thésée,Well-water,1,21,59.9,396.6100,336.9384,2.6073,0.6841,25.0,1.5,0.0834,0.0013
EXP2019,Thésée,Well-water,1,21,40.0,397.9800,350.9256,1.5053,0.6980,25.0,1.5,0.0641,0.0010
EXP2019,Thésée,Well-water,1,21,1000.0,368.9080,280.2036,24.3364,0.4056,25.0,1.5,0.5226,0.0071
EXP2019,Thésée,Well-water,1,21,1000.0,184.5310,139.8900,12.2676,0.3482,25.0,1.5,0.5232,0.0071
EXP2019,Thésée,Well-water,1,21,999.9,94.0870,76.4703,4.6896,0.2962,25.0,1.5,0.5231,0.0071
EXP2019,Thésée,Well-water,1,21,1000.2,49.1354,45.6997,0.6963,0.2654,25.0,1.5,0.5239,0.0071
EXP2019,Thésée,Well-water,1,21,999.9,369.6100,282.8145,23.6599,0.3894,25.0,1.5,0.5206,0.0071
EXP2019,Thésée,Well-water,1,21,1000.1,368.6590,278.1533,24.6066,0.3992,25.0,1.5,0.5162,0.0070
EXP2019,Thésée,Well-water,1,21,1000.1,368.6030,278.3350,24.6541,0.4017,25.0,1.5,0.5189,0.0071
EXP2019,Thésée,Well-water,1,21,1000.0,608.5420,490.7817,31.5242,0.4117,25.0,1.5,0.5239,0.0072
EXP2019,Thésée,Well-water,1,21,1000.0,953.8240,818.9787,33.0226,0.3977,25.0,1.5,0.5040,0.0069
EXP2019,Thésée,Well-water,1,21,1000.0,1450.5500,1286.7345,33.4363,0.3908,25.0,1.5,0.4384,0.0061
EXP2019,Thésée,Well-water,1,2,199.8,982.6230,813.1534,12.8405,0.5816,25.0,1.5,0.1423,0.0021
EXP2019,Thésée,Well-water,1,2,149.9,987.0130,811.1785,9.7065,0.5940,25.0,1.5,0.1025,0.0015
EXP2019,Thésée,Well-water,1,2,119.9,990.1080,809.6433,7.3338,0.6051,25.0,1.5,0.0748,0.0011
EXP2019,Thésée,Well-water,1,2,89.9,992.6970,795.6336,5.5321,0.6185,25.0,1.5,0.0509,0.0008
EXP2019,Thésée,Well-water,1,2,59.9,995.5600,828.5721,3.1947,0.6358,25.0,1.5,0.0355,0.0005
EXP2019,Thésée,Well-water,1,2,40.0,997.4210,849.1057,1.8452,0.6509,25.0,1.5,0.0235,0.0004
EXP2019,Thésée,Well-water,2,21,1999.9,366.9320,265.9543,25.0108,0.2398,25.0,1.5,0.4618,0.0063
EXP2019,Thésée,Well-water,2,21,1500.2,367.8570,273.3793,24.1507,0.3023,25.0,1.5,0.4812,0.0065
EXP2019,Thésée,Well-water,2,21,1000.1,370.7000,283.0525,21.7651,0.3884,25.0,1.5,0.4712,0.0065
EXP2019,Thésée,Well-water,2,21,499.9,377.6940,302.5283,16.2621,0.5073,25.0,1.5,0.4157,0.0058
EXP2019,Thésée,Well-water,2,21,199.9,387.8400,336.1578,8.3139,0.5881,25.0,1.5,0.3267,0.0046
EXP2019,Thésée,Well-water,2,21,150.0,390.9590,338.7015,6.2379,0.6093,25.0,1.5,0.2388,0.0034
EXP2019,Thésée,Well-water,2,21,120.0,393.1120,334.0695,4.9074,0.6239,25.0,1.5,0.1602,0.0023
EXP2019,Thésée,Well-water,2,21,90.0,394.7090,339.3623,3.7137,0.6384,25.0,1.5,0.1306,0.0019
EXP2019,Thésée,Well-water,2,21,60.2,396.7280,347.1414,2.3115,0.6545,25.0,1.5,0.0924,0.0014
EXP2019,Thésée,Well-water,2,21,40.0,398.0540,352.3108,1.3935,0.6683,25.0,1.5,0.0613,0.0009
EXP2019,Thésée,Well-water,2,21,999.8,372.6150,268.4998,20.7295,0.3893,25.0,1.5,0.3650,0.0051
EXP2019,Thésée,Well-water,2,21,1000.1,186.7070,136.7365,10.1510,0.3282,25.0,1.5,0.3746,0.0052
EXP2019,Thésée,Well-water,2,21,1000.1,95.0518,76.4217,3.8025,0.2776,25.0,1.5,0.3910,0.0054
EXP2019,Thésée,Well-water,2,21,999.8,49.4314,46.2439,0.4809,0.2483,25.0,1.5,0.3999,0.0055
EXP2019,Thésée,Well-water,2,21,1000.0,372.6850,274.4736,20.5151,0.3734,25.0,1.5,0.3869,0.0054
EXP2019,Thésée,Well-water,2,21,1000.0,372.0080,270.7999,21.0881,0.3851,25.0,1.5,0.3842,0.0053
EXP2019,Thésée,Well-water,2,21,999.9,371.8700,271.7026,21.2073,0.3865,25.0,1.5,0.3912,0.0054
EXP2019,Thésée,Well-water,2,21,999.9,613.0110,483.7229,27.0426,0.3893,25.0,1.5,0.3971,0.0055
EXP2019,Thésée,Well-water,2,21,1000.2,959.2440,816.3020,28.1335,0.3748,25.0,1.5,0.3943,0.0055
EXP2019,Thésée,Well-water,2,21,999.9,1455.1800,1288.0300,29.0627,0.3707,25.0,1.5,0.3674,0.0051
EXP2019,Thésée,Well-water,2,2,200.0,983.7420,818.0229,11.3687,0.5618,25.0,1.5,0.1290,0.0019
EXP2019,Thésée,Well-water,2,2,149.9,987.5970,821.4778,8.6114,0.5754,25.0,1.5,0.0971,0.0014
EXP2019,Thésée,Well-water,2,2,120.0,990.1630,817.5933,6.9528,0.5878,25.0,1.5,0.0747,0.0011
EXP2019,Thésée,Well-water,2,2,90.0,992.6950,821.8726,5.0897,0.6026,25.0,1.5,0.0552,0.0008
EXP2019,Thésée,Well-water,2,2,59.9,995.6530,809.1281,3.0411,0.6175,25.0,1.5,0.0297,0.0004
EXP2019,Thésée,Well-water,2,2,40.0,997.4210,839.3582,1.7612,0.6328,25.0,1.5,0.0208,0.0003
EXP2019,Thésée,Well-water,3,21,1999.9,356.8480,259.5000,32.5825,0.3143,25.0,1.5,0.6411,0.0084
EXP2019,Thésée,Well-water,3,21,1500.1,358.7990,266.7009,30.9222,0.3836,25.0,1.5,0.6473,0.0085
EXP2019,Thésée,Well-water,3,21,1000.1,362.4970,277.5476,27.8779,0.4772,25.0,1.5,0.6384,0.0084
EXP2019,Thésée,Well-water,3,21,500.0,371.7600,303.8119,20.3300,0.5885,25.0,1.5,0.5968,0.0079
EXP2019,Thésée,Well-water,3,21,199.9,385.1860,343.9191,9.6367,0.6519,25.0,1.5,0.5135,0.0070
EXP2019,Thésée,Well-water,3,21,150.0,388.6110,350.2413,7.2214,0.6703,25.0,1.5,0.4182,0.0058
EXP2019,Thésée,Well-water,3,21,119.9,391.1940,353.4526,5.5968,0.6836,25.0,1.5,0.3265,0.0046
EXP2019,Thésée,Well-water,3,21,89.8,393.4640,356.9137,4.1240,0.6953,25.0,1.5,0.2493,0.0036
EXP2019,Thésée,Well-water,3,21,60.0,396.1240,364.3053,2.3902,0.7082,25.0,1.5,0.1724,0.0025
EXP2019,Thésée,Well-water,3,21,40.0,397.9120,367.2059,1.2948,0.7203,25.0,1.5,0.0978,0.0014
EXP2019,Thésée,Well-water,3,21,1000.2,363.6810,273.8451,27.1954,0.4697,25.0,1.5,0.5801,0.0077
EXP2019,Thésée,Well-water,3,21,999.9,181.7390,136.5264,13.7881,0.4143,25.0,1.5,0.5840,0.0077
EXP2019,Thésée,Well-water,3,21,1000.0,92.9512,75.1711,5.3219,0.3579,25.0,1.5,0.5921,0.0078
EXP2019,Thésée,Well-water,3,21,1000.0,48.8542,45.2045,0.8620,0.3200,25.0,1.5,0.5932,0.0078
EXP2019,Thésée,Well-water,3,21,1000.1,364.2100,277.6320,26.6571,0.4555,25.0,1.5,0.5937,0.0079
EXP2019,Thésée,Well-water,3,21,1000.1,363.3790,274.7542,27.3402,0.4647,25.0,1.5,0.5930,0.0078
EXP2019,Thésée,Well-water,3,21,1000.1,363.3430,274.7529,27.3887,0.4688,25.0,1.5,0.5941,0.0078
EXP2019,Thésée,Well-water,3,21,1000.1,599.9230,478.5761,36.5154,0.4874,25.0,1.5,0.5908,0.0078
EXP2019,Thésée,Well-water,3,21,999.8,942.3450,799.4233,40.0706,0.4884,25.0,1.5,0.5741,0.0076
EXP2019,Thésée,Well-water,3,21,1000.1,1438.1800,1276.3059,40.0966,0.4813,25.0,1.5,0.5381,0.0072
EXP2019,Thésée,Well-water,3,2,200.2,980.2240,860.7803,13.1032,0.6126,25.0,1.5,0.2225,0.0031
EXP2019,Thésée,Well-water,3,2,150.0,985.7650,853.0432,9.5404,0.6213,25.0,1.5,0.1410,0.0020
EXP2019,Thésée,Well-water,3,2,120.0,989.1770,840.7823,7.4119,0.6295,25.0,1.5,0.0952,0.0014
EXP2019,Thésée,Well-water,3,2,90.1,992.1690,836.3322,5.3612,0.6397,25.0,1.5,0.0647,0.0010
EXP2019,Thésée,Well-water,3,2,60.0,995.3930,839.9427,3.1067,0.6534,25.0,1.5,0.0375,0.0006
EXP2019,Thésée,Well-water,3,2,40.0,997.4080,879.5329,1.7010,0.6684,25.0,1.5,0.0286,0.0004
EXP2019,Thésée,Well-water,4,21,2000.0,357.6380,234.0771,30.2767,0.3356,25.0,1.5,0.4488,0.0061
EXP2019,Thésée,Well-water,4,21,1500.1,359.2480,240.7571,29.0037,0.4093,25.0,1.5,0.4502,0.0062
EXP2019,Thésée,Well-water,4,21,999.8,362.7750,253.5322,26.3179,0.5037,25.0,1.5,0.4462,0.0061
EXP2019,Thésée,Well-water,4,21,499.8,371.8950,287.0835,19.3477,0.6067,25.0,1.5,0.4333,0.0059
EXP2019,Thésée,Well-water,4,21,199.9,385.0630,337.4063,9.3445,0.6592,25.0,1.5,0.4111,0.0057
EXP2019,Thésée,Well-water,4,21,150.2,388.5630,344.6206,7.0416,0.6829,25.0,1.5,0.3391,0.0047
EXP2019,Thésée,Well-water,4,21,119.7,390.9700,348.4112,5.5011,0.6932,25.0,1.5,0.2742,0.0039
EXP2019,Thésée,Well-water,4,21,90.0,393.6300,352.7418,3.8597,0.7035,25.0,1.5,0.2000,0.0029
EXP2019,Thésée,Well-water,4,21,60.0,396.1610,363.2248,2.1995,0.7118,25.0,1.5,0.1516,0.0022
EXP2019,Thésée,Well-water,4,21,39.9,397.9950,372.9755,1.0310,0.7191,25.0,1.5,0.1064,0.0016
EXP2019,Thésée,Well-water,4,21,1000.0,364.6470,244.4847,25.1723,0.5041,25.0,1.5,0.3810,0.0053
EXP2019,Thésée,Well-water,4,21,1000.0,183.2980,125.4832,12.0109,0.4539,25.0,1.5,0.3789,0.0052
EXP2019,Thésée,Well-water,4,21,1000.0,93.7435,71.4738,4.5388,0.4098,25.0,1.5,0.3818,0.0053
EXP2019,Thésée,Well-water,4,21,1000.3,49.1741,45.1846,0.6524,0.3796,25.0,1.5,0.3873,0.0053
EXP2019,Thésée,Well-water,4,21,1000.1,364.7670,247.2715,25.0269,0.4954,25.0,1.5,0.3885,0.0054
EXP2019,Thésée,Well-water,4,21,1000.1,364.3540,244.8327,25.3629,0.5000,25.0,1.5,0.3863,0.0053
EXP2019,Thésée,Well-water,4,21,1000.1,364.2120,245.4704,25.4469,0.5023,25.0,1.5,0.3906,0.0054
EXP2019,Thésée,Well-water,4,21,1000.1,597.4870,423.0747,36.8905,0.5295,25.0,1.5,0.3891,0.0054
EXP2019,Thésée,Well-water,4,21,999.8,935.5250,718.9623,44.0035,0.5397,25.0,1.5,0.3822,0.0053
EXP2019,Thésée,Well-water,4,21,999.9,1429.0900,1177.1592,46.6237,0.5366,25.0,1.5,0.3597,0.0050
EXP2019,Thésée,Well-water,4,2,199.9,979.3800,792.2469,13.6922,0.6461,25.0,1.5,0.1352,0.0020
EXP2019,Thésée,Well-water,4,2,150.2,984.7640,809.4353,9.9770,0.6524,25.0,1.5,0.1058,0.0016
EXP2019,Thésée,Well-water,4,2,120.0,987.9340,815.3823,7.8098,0.6583,25.0,1.5,0.0840,0.0012
EXP2019,Thésée,Well-water,4,2,90.1,991.3580,842.8552,5.5376,0.6649,25.0,1.5,0.0709,0.0010
EXP2019,Thésée,Well-water,4,2,60.1,994.4970,879.8984,3.2918,0.6727,25.0,1.5,0.0577,0.0009
EXP2019,Thésée,Well-water,4,2,40.2,996.6870,916.4258,1.7626,0.6805,25.0,1.5,0.0496,0.0007
EXP2019,Thésée,Well-water,1,21,1999.9,364.0440,274.6256,27.0437,0.2517,30.0,2.0,0.5821,0.0080
EXP2019,Thésée,Well-water,1,21,1500.0,366.4810,281.5396,25.0258,0.3069,30.0,2.0,0.5700,0.0079
EXP2019,Thésée,Well-water,1,21,1000.2,370.5410,294.2697,21.7070,0.3852,30.0,2.0,0.5579,0.0077
EXP2019,Thésée,Well-water,1,21,500.1,378.5550,321.2717,15.0661,0.4916,30.0,2.0,0.5399,0.0075
EXP2019,Thésée,Well-water,1,21,200.0,388.6160,355.6854,6.8941,0.5716,30.0,2.0,0.5020,0.0070
EXP2019,Thésée,Well-water,1,21,149.9,390.8970,362.3743,5.1336,0.5946,30.0,2.0,0.4586,0.0065
EXP2019,Thésée,Well-water,1,21,120.0,392.3770,366.8958,4.0778,0.6111,30.0,2.0,0.4309,0.0061
EXP2019,Thésée,Well-water,1,21,89.8,394.2420,373.4721,2.6652,0.6271,30.0,2.0,0.4004,0.0057
EXP2019,Thésée,Well-water,1,21,60.1,395.9660,380.0927,1.3861,0.6438,30.0,2.0,0.3676,0.0053
EXP2019,Thésée,Well-water,1,21,40.0,397.3920,385.2649,0.4827,0.6577,30.0,2.0,0.3170,0.0046
EXP2019,Thésée,Well-water,1,21,1000.1,369.8510,293.9660,22.1926,0.4014,30.0,2.0,0.5743,0.0078
EXP2019,Thésée,Well-water,1,21,1000.1,185.4020,148.4392,10.8263,0.3527,30.0,2.0,0.5776,0.0079
EXP2019,Thésée,Well-water,1,21,1000.0,94.9252,81.7604,3.6852,0.3056,30.0,2.0,0.5877,0.0080
EXP2019,Thésée,Well-water,1,21,1000.0,50.0850,49.4474,-0.1890,0.2734,30.0,2.0,0.5970,0.0081
EXP2019,Thésée,Well-water,1,21,1000.0,369.4840,296.9144,22.2740,0.3932,30.0,2.0,0.6099,0.0083
EXP2019,Thésée,Well-water,1,21,1000.0,369.3100,296.5310,22.4757,0.3982,30.0,2.0,0.6132,0.0083
EXP2019,Thésée,Well-water,1,21,1000.0,369.2750,297.3093,22.4480,0.3993,30.0,2.0,0.6212,0.0084
EXP2019,Thésée,Well-water,1,21,1000.0,607.9250,510.2623,29.7584,0.4149,30.0,2.0,0.6252,0.0084
EXP2019,Thésée,Well-water,1,21,1000.0,950.4250,835.7595,32.8524,0.4118,30.0,2.0,0.6244,0.0085
EXP2019,Thésée,Well-water,1,21,1000.0,1443.9800,1314.5067,33.8355,0.4064,30.0,2.0,0.6219,0.0084
EXP2019,Thésée,Well-water,1,2,200.1,980.7250,911.5284,10.4869,0.5653,30.0,2.0,0.3878,0.0055
EXP2019,Thésée,Well-water,1,2,149.9,984.9340,922.6310,7.6388,0.5791,30.0,2.0,0.3306,0.0048
EXP2019,Thésée,Well-water,1,2,120.0,988.0430,926.2518,6.0057,0.5911,30.0,2.0,0.2620,0.0038
EXP2019,Thésée,Well-water,1,2,89.8,991.4590,931.3781,4.1416,0.6032,30.0,2.0,0.1877,0.0028
EXP2019,Thésée,Well-water,1,2,59.8,994.9260,939.1802,2.3302,0.6161,30.0,2.0,0.1191,0.0018
EXP2019,Thésée,Well-water,1,2,40.0,997.2700,951.1732,1.0376,0.6269,30.0,2.0,0.0759,0.0012
EXP2019,Thésée,Well-water,2,21,2000.0,365.1830,275.1072,24.3200,0.2315,30.0,2.0,0.5161,0.0071
EXP2019,Thésée,Well-water,2,21,1500.1,366.7830,284.3689,22.9321,0.2865,30.0,2.0,0.5398,0.0074
EXP2019,Thésée,Well-water,2,21,999.8,370.0260,297.7124,20.3297,0.3676,30.0,2.0,0.5566,0.0076
EXP2019,Thésée,Well-water,2,21,499.9,377.4690,322.5283,14.6414,0.4849,30.0,2.0,0.5537,0.0075
EXP2019,Thésée,Well-water,2,21,200.1,387.5690,355.9833,6.8843,0.5704,30.0,2.0,0.5327,0.0073
EXP2019,Thésée,Well-water,2,21,149.9,390.0190,362.8122,5.1669,0.5935,30.0,2.0,0.4971,0.0069
EXP2019,Thésée,Well-water,2,21,119.9,391.6520,367.6532,4.0044,0.6096,30.0,2.0,0.4703,0.0066
EXP2019,Thésée,Well-water,2,21,89.9,393.2850,372.9938,2.8468,0.6261,30.0,2.0,0.4479,0.0063
EXP2019,Thésée,Well-water,2,21,59.9,395.4010,380.2550,1.3638,0.6437,30.0,2.0,0.4131,0.0059
EXP2019,Thésée,Well-water,2,21,40.0,396.9130,385.5473,0.4132,0.6583,30.0,2.0,0.3764,0.0053
EXP2019,Thésée,Well-water,2,21,1000.0,370.2840,300.5431,20.0660,0.3711,30.0,2.0,0.5741,0.0078
EXP2019,Thésée,Well-water,2,21,1000.0,185.7860,152.6083,9.6743,0.3162,30.0,2.0,0.5875,0.0079
EXP2019,Thésée,Well-water,2,21,1000.0,95.0649,83.2297,3.2912,0.2709,29.9,2.0,0.5999,0.0080
EXP2019,Thésée,Well-water,2,21,1000.0,50.1514,49.7215,-0.2594,0.2426,29.9,2.0,0.6073,0.0081
EXP2019,Thésée,Well-water,2,21,1000.1,369.9950,303.5971,20.1234,0.3591,30.0,2.0,0.6128,0.0082
EXP2019,Thésée,Well-water,2,21,1000.1,369.5130,302.7550,20.4755,0.3671,30.0,2.0,0.6201,0.0083
EXP2019,Thésée,Well-water,2,21,1000.0,369.4790,303.3319,20.4555,0.3697,30.0,2.0,0.6265,0.0084
EXP2019,Thésée,Well-water,2,21,1000.0,609.2210,521.9660,26.1332,0.3756,30.0,2.0,0.6314,0.0085
EXP2019,Thésée,Well-water,2,21,1000.0,952.3200,851.0584,28.4102,0.3694,30.0,2.0,0.6354,0.0085
EXP2019,Thésée,Well-water,2,21,1000.2,1446.4500,1329.8613,28.8415,0.3637,30.0,2.0,0.6151,0.0083
EXP2019,Thésée,Well-water,2,2,199.9,978.9970,913.5226,10.2967,0.5607,30.0,2.0,0.4171,0.0059
EXP2019,Thésée,Well-water,2,2,149.9,983.3530,926.1692,7.4599,0.5778,30.0,2.0,0.3750,0.0053
EXP2019,Thésée,Well-water,2,2,119.9,986.3090,932.0069,5.8163,0.5905,30.0,2.0,0.3198,0.0046
EXP2019,Thésée,Well-water,2,2,90.0,989.6890,936.9006,4.2851,0.6042,30.0,2.0,0.2461,0.0036
EXP2019,Thésée,Well-water,2,2,60.0,993.4270,948.0250,2.3562,0.6186,30.0,2.0,0.1798,0.0027
EXP2019,Thésée,Well-water,2,2,40.0,996.1790,960.9572,0.9229,0.6307,30.0,2.0,0.1329,0.0020
EXP2019,Thésée,Well-water,3,21,2000.0,361.5610,250.6257,28.0184,0.2962,30.0,2.0,0.4798,0.0088
EXP2019,Thésée,Well-water,3,21,1499.9,363.2800,259.6987,26.5533,0.3627,30.0,2.0,0.4925,0.0091
EXP2019,Thésée,Well-water,3,21,1000.0,366.7620,274.8616,23.5498,0.4545,30.0,2.0,0.5016,0.0092
EXP2019,Thésée,Well-water,3,21,500.0,375.1990,306.4022,16.6492,0.5595,30.0,2.0,0.5003,0.0092
EXP2019,Thésée,Well-water,3,21,200.0,386.4480,346.2050,7.7406,0.6230,30.0,2.0,0.4710,0.0088
EXP2019,Thésée,Well-water,3,21,150.1,389.4580,354.6338,5.5864,0.6438,30.0,2.0,0.4200,0.0079
EXP2019,Thésée,Well-water,3,21,119.9,391.7490,359.7742,4.1889,0.6570,30.0,2.0,0.3591,0.0068
EXP2019,Thésée,Well-water,3,21,90.0,394.1340,366.2897,2.6696,0.6703,30.0,2.0,0.2884,0.0055
EXP2019,Thésée,Well-water,3,21,60.1,396.5280,376.1525,1.1316,0.6824,30.0,2.0,0.2404,0.0047
EXP2019,Thésée,Well-water,3,21,39.9,397.9570,383.2531,0.2551,0.6928,30.0,2.0,0.2035,0.0040
EXP2019,Thésée,Well-water,3,21,1000.0,367.6650,271.3028,23.1240,0.4559,30.0,2.0,0.4635,0.0085
EXP2019,Thésée,Well-water,3,21,1000.1,184.8810,139.6172,10.8512,0.4036,30.0,2.0,0.4681,0.0086
EXP2019,Thésée,Well-water,3,21,1000.0,94.7991,78.5428,3.6919,0.3536,30.0,2.0,0.4731,0.0087
EXP2019,Thésée,Well-water,3,21,1000.1,49.9271,48.7527,-0.1091,0.3199,30.0,2.0,0.4842,0.0089
EXP2019,Thésée,Well-water,3,21,1000.2,367.1740,274.1666,23.3198,0.4463,30.0,2.0,0.4885,0.0089
EXP2019,Thésée,Well-water,3,21,1000.0,366.8810,274.6722,23.5995,0.4554,30.0,2.0,0.5000,0.0091
EXP2019,Thésée,Well-water,3,21,1000.1,366.5390,277.4965,23.6698,0.4595,29.9,2.0,0.5235,0.0094
EXP2019,Thésée,Well-water,3,21,999.9,601.5910,472.8567,33.4619,0.4822,30.0,2.0,0.5226,0.0095
EXP2019,Thésée,Well-water,3,21,1000.2,941.6250,784.1983,38.2397,0.4876,30.0,2.0,0.5122,0.0093
EXP2019,Thésée,Well-water,3,21,1000.1,1434.7200,1252.2575,39.4297,0.4805,30.0,2.0,0.4903,0.0090
EXP2019,Thésée,Well-water,3,2,200.0,978.1640,888.2073,11.3574,0.6126,30.0,2.0,0.3195,0.0061
EXP2019,Thésée,Well-water,3,2,149.8,983.2470,902.0473,8.2466,0.6209,30.0,2.0,0.2725,0.0053
EXP2019,Thésée,Well-water,3,2,119.9,986.6860,909.6138,6.3332,0.6304,30.0,2.0,0.2270,0.0044
EXP2019,Thésée,Well-water,3,2,90.0,990.1670,921.6760,4.2708,0.6412,30.0,2.0,0.1871,0.0036
EXP2019,Thésée,Well-water,3,2,60.0,993.2940,940.3119,2.1188,0.6521,30.0,2.0,0.1609,0.0032
EXP2019,Thésée,Well-water,3,2,39.9,995.4770,955.5749,0.7166,0.6626,30.0,2.0,0.1394,0.0027
EXP2019,Thésée,Well-water,4,21,2000.0,358.5030,242.3573,29.5279,0.3542,30.0,2.0,0.4708,0.0065
EXP2019,Thésée,Well-water,4,21,1499.9,360.3350,249.0279,28.1244,0.4373,30.0,2.0,0.4702,0.0066
EXP2019,Thésée,Well-water,4,21,999.9,363.7060,260.5941,25.5276,0.5392,30.1,2.0,0.4637,0.0065
EXP2019,Thésée,Well-water,4,21,500.1,372.6340,293.9046,18.6965,0.6430,30.1,2.0,0.4592,0.0065
EXP2019,Thésée,Well-water,4,21,200.0,385.6050,342.9822,8.7426,0.6980,30.0,2.0,0.4486,0.0063
EXP2019,Thésée,Well-water,4,21,150.0,388.7390,354.5426,6.3985,0.7103,30.0,2.0,0.4384,0.0061
EXP2019,Thésée,Well-water,4,21,120.0,390.7680,362.2112,4.8497,0.7176,30.0,2.0,0.4305,0.0060
EXP2019,Thésée,Well-water,4,21,90.0,392.9610,370.5287,3.2114,0.7237,30.0,2.0,0.4199,0.0059
EXP2019,Thésée,Well-water,4,21,60.1,395.2150,378.9045,1.6218,0.7297,30.0,2.0,0.3997,0.0056
EXP2019,Thésée,Well-water,4,21,40.0,396.8250,385.2658,0.4469,0.7341,30.0,2.0,0.3756,0.0054
EXP2019,Thésée,Well-water,4,21,1000.0,364.7110,254.4759,24.9851,0.5354,30.0,2.0,0.4184,0.0058
EXP2019,Thésée,Well-water,4,21,1000.0,183.8210,133.0898,11.5459,0.4814,30.0,2.0,0.4240,0.0059
EXP2019,Thésée,Well-water,4,21,1000.2,94.4530,76.6001,3.9400,0.4328,30.0,2.0,0.4303,0.0060
EXP2019,Thésée,Well-water,4,21,999.9,50.0677,49.1654,-0.0744,0.3955,30.0,2.0,0.4362,0.0061
EXP2019,Thésée,Well-water,4,21,1000.0,364.2870,257.8863,25.1919,0.5263,30.0,2.0,0.4402,0.0062
EXP2019,Thésée,Well-water,4,21,1000.1,363.9620,257.8647,25.3399,0.5322,30.0,2.0,0.4445,0.0062
EXP2019,Thésée,Well-water,4,21,999.8,364.0110,259.3880,25.3131,0.5354,30.0,2.0,0.4511,0.0063
EXP2019,Thésée,Well-water,4,21,1000.2,595.3900,435.2150,38.0727,0.5636,30.0,2.0,0.4457,0.0062
EXP2019,Thésée,Well-water,4,21,999.9,930.7450,728.7071,47.0992,0.5778,30.0,2.0,0.4473,0.0062
EXP2019,Thésée,Well-water,4,21,999.9,1420.8300,1191.8942,51.4628,0.5807,30.0,2.0,0.4512,0.0063
EXP2019,Thésée,Well-water,4,2,200.1,974.2350,899.6293,13.4406,0.6790,30.0,2.0,0.4473,0.0062
EXP2019,Thésée,Well-water,4,2,150.1,979.2620,918.1303,9.6784,0.6832,30.0,2.0,0.4387,0.0062
EXP2019,Thésée,Well-water,4,2,120.1,982.7310,930.6079,7.2005,0.6877,30.0,2.0,0.4274,0.0060
EXP2019,Thésée,Well-water,4,2,89.9,985.7790,942.2503,4.9258,0.6916,30.0,2.0,0.4204,0.0059
EXP2019,Thésée,Well-water,4,2,59.9,989.2610,955.7852,2.3885,0.6949,30.0,2.0,0.4138,0.0058
EXP2019,Thésée,Well-water,4,2,40.0,991.7030,965.9176,0.5025,0.6978,30.0,2.0,0.4031,0.0057
EXP2019,Thésée,Well-water,1,21,2000.0,371.8360,273.3868,18.6969,0.1931,35.0,2.5,0.3739,0.0089
EXP2019,Thésée,Well-water,1,21,1499.8,375.2670,276.9346,16.4505,0.2353,35.0,2.5,0.3274,0.0079
EXP2019,Thésée,Well-water,1,21,1000.0,379.0050,285.6275,13.7505,0.3017,35.0,2.5,0.2898,0.0070
EXP2019,Thésée,Well-water,1,21,499.9,384.8670,308.4055,9.5542,0.4143,35.0,2.5,0.2566,0.0063
EXP2019,Thésée,Well-water,1,21,200.0,392.4120,344.1974,4.0804,0.5040,35.0,2.5,0.2045,0.0051
EXP2019,Thésée,Well-water,1,21,150.0,394.3560,352.7126,2.8373,0.5279,35.0,2.5,0.1774,0.0044
EXP2019,Thésée,Well-water,1,21,120.0,395.2370,359.9942,2.1571,0.5459,35.0,2.5,0.1792,0.0044
EXP2019,Thésée,Well-water,1,21,90.0,396.2110,370.2246,1.2141,0.5644,35.0,2.5,0.1935,0.0048
EXP2019,Thésée,Well-water,1,21,60.2,397.5740,380.9517,0.0825,0.5818,35.0,2.5,0.1975,0.0049
EXP2019,Thésée,Well-water,1,21,40.0,398.8380,389.2609,-0.7067,0.5962,35.0,2.5,0.1783,0.0044
EXP2019,Thésée,Well-water,1,21,1000.0,375.2400,292.6493,15.9556,0.3334,35.0,2.5,0.3950,0.0093
EXP2019,Thésée,Well-water,1,21,1000.1,188.9600,152.2694,7.0086,0.2942,35.0,2.5,0.4025,0.0094
EXP2019,Thésée,Well-water,1,21,999.9,96.8198,85.6641,1.8163,0.2526,35.0,2.5,0.4170,0.0098
EXP2019,Thésée,Well-water,1,21,1000.0,51.0434,53.1496,-1.0467,0.2158,35.0,2.5,0.4306,0.0100
EXP2019,Thésée,Well-water,1,21,1000.0,374.8490,299.4528,15.8893,0.3173,35.0,2.5,0.4432,0.0103
EXP2019,Thésée,Well-water,1,21,1000.0,374.5650,299.3506,16.0003,0.3265,35.0,2.5,0.4483,0.0104
EXP2019,Thésée,Well-water,1,21,1000.0,374.5270,297.9037,16.1108,0.3315,35.0,2.5,0.4405,0.0103
EXP2019,Thésée,Well-water,1,21,1000.0,612.9680,499.6027,22.6603,0.3486,35.0,2.5,0.4297,0.0101
EXP2019,Thésée,Well-water,1,21,999.8,954.4720,809.4069,26.0489,0.3527,35.0,2.5,0.4093,0.0097
EXP2019,Thésée,Well-water,1,21,999.9,1447.0400,1270.0388,27.6133,0.3531,35.0,2.5,0.3878,0.0092
EXP2019,Thésée,Well-water,1,2,200.0,980.7750,898.3269,7.8073,0.4961,35.0,2.5,0.2970,0.0072
EXP2019,Thésée,Well-water,1,2,149.9,984.0300,914.6188,5.3218,0.5107,35.0,2.5,0.2921,0.0071
